smiles,pCMC,T,category
O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1COC(CCCCCCCCCCC)=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@H](O[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O3)O)O)O)O)O,2.6383,20,nonionic
O[C@H]1[C@H](NC(CCCCCCC)=O)O[C@H](CO)[C@H](O)[C@@H]1O,1.3468,25,nonionic
O[C@H]1[C@H](NC(CCCCCCC)=O)O[C@H](CO)[C@@H](O)[C@@H]1O,1.1549,25,nonionic
O[C@@H]([C@H]([C@H](CO)O)O)CSCCCCCC,1.9914,20,nonionic
O[C@@H]([C@H]([C@H](CO)O)O)CSCCCCCCCC,3.4202,20,nonionic
CCCCCCCNC(OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)OC)=O,1.71,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCCCCC,3.7212,25,nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCCCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,6.2218,25,nonionic
CC(C)CCCC(C)CCCC(C)CCCC(CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@H](O)[C@H]1O)=O,4.5258,20,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCCCCC,4.3768,20,nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,1.6345,20,nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,2.1871,20,nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,4.7773,20,nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCCCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,5.8386,20,nonionic
OC[C@@H]1[C@@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@H](O)[C@@H](O)[C@@H](OCCCCCCCCCCCC)O1,3.9208,20,nonionic
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCC,1.4881,25,nonionic
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCC,1.757,25,nonionic
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCC,1.7258,25,nonionic
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCC,1.5143,25,nonionic
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCC,2.284,25,nonionic
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCC,2.3979,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCC,1.1409,25,nonionic
O=C[C@@H]([C@H]([C@@H]([C@@H](C(NCCCCCCCC)=O)O)O)O)O,2.4815,25,nonionic
O=C[C@@H]([C@H]([C@H]([C@@H](C(NCCCCCCCC)=O)O)O)O)O,2.3979,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCC,0.6445,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1SCCCCCC,1.0857,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1SCCCCCCC,1.5654,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1SCCCCCCCC,1.6737,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1SCCCCCCCCC,2.5528,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1SCCCCCCCCCC,3.0458,25,nonionic
O[C@H]1[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](CO)O[C@@H](SCCCCCCCC)[C@@H]1O,2.0862,25,nonionic
O[C@H]1[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](CO)O[C@@H](SCCCCCCCCCC)[C@@H]1O,3.2218,25,nonionic
O=C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)OCCCCCCCC)O,2.8539,25,nonionic
O=C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)OC(CCCCCCC)=O)O,3.2147,25,nonionic
OC(COCCCCCCCC)C(O)C(O)CO,2.1739,25,nonionic
OC(COCCCCCCCCCC)C(O)C(O)CO,3.0915,25,nonionic
CCCCCCCCO[C@@H]([C@H](O)[C@@H](CO)OC1O)[C@H]1O,2.9208,25,nonionic
CCCCCCCCCCO[C@@H]([C@H](O)[C@@H](CO)OC1O)[C@H]1O,3.1079,25,nonionic
CCCCCCCCCCCCO[C@@H]([C@H](O)[C@@H](CO)OC1O)[C@H]1O,3.6383,25,nonionic
CCCCCCCCCCCCCCO[C@@H]([C@H](O)[C@@H](CO)OC1O)[C@H]1O,3.7447,25,nonionic
